name,category,location,lat,lng,polarity,numReviews,monthly_reviews,review_variance
Enoteca della Fortezza,restaurant,Tuscany,42.813876,10.327863,6,10,"[0, 0, 0, 1, 2, 1, 2, 1, 3, 0, 0, 0]",0.9722222222222222
Pasticceria Patalani,restaurant,Tuscany,43.8700561,10.248346,6,10,"[0, 3, 0, 4, 0, 1, 1, 0, 0, 0, 1, 0]",1.6388888888888886
Procacci (Panini Tartufati / Alimentari di Lusso),restaurant,Tuscany,43.771761462029,11.251391226549,6,10,"[0, 1, 0, 1, 1, 0, 1, 2, 1, 0, 1, 2]",0.47222222222222215
Donnini,restaurant,Tuscany,43.771322495864,11.253876441478,6,10,"[0, 1, 0, 0, 1, 0, 2, 3, 0, 2, 1, 0]",0.9722222222222223
Gelateria Conti,restaurant,Tuscany,43.779991036263,11.280260682106,6,10,"[0, 2, 1, 1, 1, 1, 1, 2, 1, 0, 0, 0]",0.47222222222222215
Bar il Palio,restaurant,Tuscany,43.318711276017,11.3315749184,6,10,"[0, 0, 3, 1, 2, 0, 0, 1, 1, 1, 1, 0]",0.8055555555555558
Kroeg Pub Birreria,restaurant,Tuscany,43.322856,11.330925,6,10,"[0, 0, 2, 0, 0, 0, 0, 2, 1, 0, 2, 3]",1.1388888888888886
Feniglia,attraction,Tuscany,42.409031,11.208962,6,10,"[1, 0, 0, 1, 0, 1, 1, 4, 2, 0, 0, 0]",1.3055555555555556
Uffizi Gallery,attraction,Tuscany,43.767786,11.255311,6,10,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 3, 4]",1.8055555555555554
Museo Bardini,attraction,Tuscany,43.765025,11.258337,6,10,"[1, 0, 0, 1, 0, 1, 3, 1, 1, 2, 0, 0]",0.8055555555555555
Spiaggia di Lacona,attraction,Tuscany,42.759501884876,10.310098211533,6,10,"[0, 0, 0, 0, 1, 2, 2, 2, 1, 1, 1, 0]",0.6388888888888887
Moulin Rouge,attraction,Tuscany,44.009239,10.101008,6,10,"[0, 0, 0, 2, 1, 1, 0, 3, 2, 0, 0, 1]",0.9722222222222223
Passeggiata Viareggio,attraction,Tuscany,43.871539490094,10.24067401886,6,10,"[3, 0, 0, 2, 0, 2, 1, 0, 1, 1, 0, 0]",0.9722222222222223
Colle Val d'Elsa,attraction,Tuscany,43.422336787929,11.126629863437,6,10,"[1, 1, 0, 0, 0, 1, 0, 0, 4, 2, 1, 0]",1.3055555555555556
Borgo san luigi,attraction,Tuscany,43.388673321184,11.16130708174,6,10,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 5, 0, 1]",1.805555555555556
Laguna di Orbetello,attraction,Tuscany,42.436691159574,11.208145206118,6,10,"[1, 0, 2, 1, 1, 1, 0, 2, 2, 0, 0, 0]",0.6388888888888888
Flet,attraction,Tuscany,43.769938,11.241743,6,10,"[1, 1, 0, 1, 2, 0, 2, 1, 0, 0, 2, 0]",0.6388888888888888
Farmacia dei Sani,attraction,Tuscany,43.792179,11.250695,6,10,"[0, 2, 1, 3, 0, 1, 0, 1, 1, 0, 0, 1]",0.8055555555555557
